frase_id,frase,majority_vote
103160,"Se eu já fui escuridão, hoje ela é a luz da minha vida.",identidade
103615,Minha mansão sempre estará lotada de mulheres belas.,identidade
103708,"Barro ou mulher bonita,  tá tranquilo, vamo que vamo.",aparencia
103729,Quer deixar ele feliz?,outros
103882,De lingerie elas vem louca pra me seduzir.,habilidades
104027,"Essa história não é minha, mas só que ela é real.",identidade
104068,Falei pra ele mano isso não é vida.,outros
104196,Deixa ela ofegante.,comportamentos
104227,"Ai que mulher gostosa, toma no cu.",aparencia
104342,"Enquanto ele era álcool, puta e cocaína.",outros
104768,"Bota o dedo pro alto, deixa os homens loucos.",identidade
104933,Que eu vou comer aquela mina gostosa.,identidade
104985,Morrer como homem é o prêmio da guerra.,papel_social
105238,Ele era funkeiro.,identidade
105282,"E bem antes da hora ele já estava arrumado
.",valores
105286,Ele estava animado.,identidade
105365,"Essa mina é uma loucura, sabe por quê?
.",identidade
105386,"Essa mina é uma loucura, uma loucura.",identidade
105636,"Ela anda sexy, toda guapetona.",comportamentos
105637,Ela não é amante.,identidade
105639,Ela é fiel.,identidade
106149,"Pois ele é chpa quente, e fecha com a familia.
.",identidade
106185,Essa mina é uma riqueza.,aparencia
106228,"Essa mina é uma riqueza
.",aparencia
106268,Garota envolvente do sorriso atraente.,aparencia
106273,"Ela é funkeira, baladeira e não quer compromisso.",identidade
106394,Alô galera..parei de zoar..agora sou um rapaz sério muito sério.,identidade
107000,Gente inteligente e mulheres belas.,identidade
107605,"Garota impossível, do sorriso incrível.",identidade
107690,Hoje ela é a luz da minha vida.,papel_social
108152,"Ele é muito maneiro, qualquer um pode mandar.",identidade
108207,"Já quer embrasar, ela fica maluca.",comportamentos
108235,Olha que mina gostosa.,aparencia
108236,Que mulher maravilhosa.,identidade
109066,Essa é as mina zica da balada.,comportamentos
109280,"Nois vai raja, bota eles pra volta

.",comportamentos
109326,"Nois vai raja, bota eles pra volta.",outros
109579,Só tem mulher solteira.,
109823,"Que minha meta na favela é só pegar mina perversa!
.",papel_social
109838,"Que minha meta na favela é só pegar mina perversa
.",comportamentos
109887,Solo és mãe gentil.,outros
111023,E pode acredita dj rennan é midia.,identidade
111201,"Boto tudo pra fudê,Senta firme (2x), ela ta louca ta xapada.",outros
111246,A Mãe pensa que ela é santa.,identidade
111247,"O pai pensa que ela é moça, a.",papel_social
111248,Vó pensa que ela é virgem.,identidade
111280,"Essa mina é louca, louca.",identidade
111310,"Corpo pega fogo, essa mina é louca.",comportamentos
111315,"Essa mina é louca, toda noite quer meter.",identidade
111515,Quando chega no baile ela é atração.,identidade
111518,"Rá ela é terrível!
.",comportamentos
111560,"Ai que homem gostoso, vem que vem quero de novo.",aparencia
111587,"Ai que homem gostoso, vem que vem quero de novo
.",aparencia
111606,"Ela é boa na moto, ela é boa na cama.",comportamentos
111610,"Ela é inteligente, ela é chapa quente, ela estoura os cofres.
.",identidade
111613,"O quê que um homem procura, é uma mina segura.",identidade
112300,"Hoje ele é profissional, jogador do seu time.",identidade
112916,Ela é obra do divino.,identidade
112929,Essa menina é sagaz.,identidade
112948,"Menina imperfeita, que acaba sendo perfeita.",identidade
113063,"Agora só um rapaz sério, muito sério.",identidade
113082,"Essa mina é maneira, que brisa.",identidade
113084,"Ela fica quente, sensualiza daora.",aparencia
113097,Ela é racional e curte um.,identidade
113100,Anitta só que ela é mais gostosa.,aparencia
113114,"Mano, a mina tá mandada.",comportamentos
113144,E ela tava esquecida igual.,identidade
114138,De um menino inocente e um homem de verdade.,identidade
114353,"Eu sou pretinho, ela é loirinha, do olho azul.",identidade
114390,"As dama faz gostoso, quer casar e pôr sufoco.",identidade
114638,Mulher gostosa não é.,aparencia
114687,Menina carinhosa brincando com sua.,comportamentos
114737,"Serviço garantido, ela achou legal.",
115086,Quero ver as mina louca.,aparencia
115549,"Jesus foi pregado na cruz porque ele confiou,
.",valores
115588,"Jesus foi pregado na cruz porque ele confio,.",valores
115811,"Menina não é mulher e mulher não é menina
.",
115842,"Essas mulheres lindas, eu catucando seu pulmão.",identidade
115888,Via que ele cabisbaixo.,aparencia
116261,Nós que deixou ele rico.,papel_social
116483,Quem vê desacredita do que ela é capaz.,habilidades
116484,Ela é cheia de malícia e de quem peça pra parar.,identidade
116488,Ela é a abusada.,identidade
116494,Ela é abusada.,identidade
116514,"Ela é abusada
.",
116547,Ela não é santa.,comportamentos
116626,"Que ela brisa, ela era gostosa.",identidade
117032,E o regime até ele mesmo teme.,habilidades
117254,A mina troca mó idéia.,habilidades
117266,É que as menina é tenebrosa.,identidade
117381,Ela é a sensação.,identidade
117430,"Whisky e energético, quanta mulher boa, hahaha.",identidade
117434,Ela é chata demais.,
117651,Senão é como amar uma mulher só linda.,identidade
117773,Ele é negro demais no coração  .,comportamentos
117935,Que a casa de um homem é um templo.,outros
117981,Que ele mesmo levantara.,comportamentos
118113,De um homem pobre e esquecido.,identidade
118657,De quando ele era seu professor.,identidade
118731,E é por ela ser assim tão delicada.,comportamentos
119134,Não rima com mãe gentil.,outros
119257,É como amar uma mulher só linda.,aparencia
119351,É juntinho que ele fica bom.,valores
119693,Ao abri-los ela não estará mais presente.,comportamentos
119891,Neste momento todos os bares estão repletos de homens vazios.,papel_social
119894,Todas as mulheres estão atentas.,identidade
119900,Há um homem rico que se mata.,comportamentos
119978,"Na verdade, o homem não era necessário.",
120153,Ele era um menino.,identidade
120248,"Você, seu moço estrangeiro.",outros
120804,A mulher amazonense.,identidade
120811,A mulher carioca.,identidade
120974,Que só tem de seu as costeletas e a namorada pequenina.,outros
120999,Tende piedade dos homens úteis como os dentistas.,identidade
121003,Tende piedade dos homens públicos e em particular dos políticos.,identidade
121011,Tende piedade da moça feia que serve na vida.,identidade
121012,"De casa, comida e roupa lavada da moça bonita.",aparencia
121013,Mas tende mais piedade ainda da moça bonita.,
121034,Mas tende piedade também das mulheres casadas.,identidade
121036,"Tende piedade, Senhor, das mulheres chamadas vagabundas.",identidade
121061,"Dos meninos velhos, dos homens humilhados - sede enfim.",identidade
121179,"Sorrirá: - Rei morto, rei posto...",identidade
121352,"uma cidade de homens felizes, homens que sintam a vida em toda a sua plenitude, em toda a sua fragilidade; homens que compreendam o valor das coisas puras..."" - E que fosse como a imagem do.",identidade
121361,"E, à grande convocação que conclamava o povo para a gigantesca tarefa começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e que, no calcanho, em carro de boi, em lombo de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, começaram a chegar de todos os lados da imensa pátria, sobretudo do.",aparencia
121422,Locutor n 2 - Uma cidade de homens felizes...,identidade
121625,Um dia ele chegou tão diferente.,comportamentos
121924,"E porque eu me levanto para recolher você no meu abraço, e o mato à nossa volta se faz murmuroso e se enche de vaga-lumes enquanto a noite desce com seus segredos, suas mortes, seus espantos - eu sei, ah, eu sei que o meu amor por você é feito de todos os amores que eu já tive, e você é a filha dileta de todas as mulheres que eu amei; e que todas as mulheres que eu amei, como tristes estátuas ao longo da aléia de um jardim noturno, foram passando você de mão em mão até mim, cuspindo no seu rosto e enfrentando a sua fronte de grinaldas; foram passando você até mim entre cantos, súplicas e vociferações - porque você é linda, porque você é meiga e sobretudo porque você é uma menina com uma flor.",valores
122018,Ela é uma bagunceira.,identidade
122513,Menina mãe.,papel_social
122532,Da menina prostituta.,papel_social
122558,"Meus amigos, meus irmãos, cegai os olhos da mulher morena.",aparencia
122559,Que os olhos da mulher morena estão me envolvendo.,identidade
122561,"Meus amigos, meus irmãos, cortai os lábios da mulher morena.",comportamentos
122562,Eles são maduros e úmidos e inquietos.,identidade
122565,Cortai os peitos da mulher morena.,aparencia
122570,Salva-me dos braços da mulher morena.,aparencia
122576,"Vida, compra o meu corpo da mulher morena.",identidade
122579,"Branca avozinha dos caminhos, reza para ir embora a mulher morena.",comportamentos
122580,Reza para murcharem as pernas da mulher morena.,aparencia
122581,Reza para a velhice roer dentro da mulher morena.,aparencia
122582,Que a mulher morena está encurvando os meus ombros.,comportamentos
122585,Dai morte cruel à mulher morena!,identidade
122606,"Menina bonita, pra onde é ""qu'ocê"" vai.",aparencia
122632,"Menina bonita, não vá para o mar.",aparencia
122646,Menina bonita que foi para o mar.,aparencia
122926,"E as mulheres estão ficando loucas, e há legiões delas carpindo.",comportamentos
123715,"Ela é carioca, ela é carioca.",identidade
123728,E pra mim ela é linda demais.,aparencia
123730,"Ela é carioca, ela é carioca  .",identidade
123761,Que ele ainda não está maduro.,aparencia
123974,"IV - Minha senhora, lamento muito, mas é meu dever informá-la de que seu marido é portador de um tumor maligno no fígado...",
123980,"- Seu pai ainda é um homem forte, vai agüentar bem a intervenção...",identidade
123981,"- Sua avó está muito velhinha, mas nós faremos o possível...",identidade
124066,"Com o menino livre e feliz que foi, com o tempo da infância.",outros
124173,A mesma mulher pronta pra dizer.,identidade
124247,"Dora, rainha cafuza de um maracatu.",identidade
124357,Quanta mulher nua na.,aparencia
124438,Menina fidalga!,identidade
124443,Não vi mais meninas puras.,identidade
124444,Menina pura.,identidade
124724,A moça violentar.,outros
125489,E eu que era um menino puro.,valores
125803,O rei mestiço de.,identidade
125979,"Meu coração pedia sombra, água fresca e colo de moça bonita.",aparencia
126081,"Drummond tem escrito ótimos poemas, mas eu larguei o.",comportamentos
126158,"Ele seja feliz também, e forte, e se lembre com saudades.",valores
127559,Ô Menina bonita do vestido verde.,aparencia
127626,Se ela é tua é minha também.,outros
127792,"Chega mais perto, moço bonito.",aparencia
127795,Mas com você ela é cheia de sol.,comportamentos
127978,Ela é carioca.,identidade
128000,Ela é carioca  .,identidade
128013,Luiza é bonito pra chuchu.,identidade
128022,Luiza é bonito como o quê.,aparencia
128303,Ele é dono da mata e do sertão.,identidade
129253,Pixinguinha é inconteste.,identidade
129670,"E, como eu fui para ele muito boa.",identidade
129896,"Bem, não vá deixar a sua mãe aflita.",
129905,E veja como sofre um homem infeliz.,identidade
130265,E acho que enfim eu vi um homem ser feliz.,comportamentos
130278,E acho que enfim eu vi o homem ser feliz.,identidade
130323,Se o homem foi feito pra voar.,identidade
130365,E os meninos tão bonitos.,aparencia
130791,Tira a mãe preta do cerrado.,aparencia
132451,"Menino vadio, tensão flutuante do.",identidade
133419,De mãe preta carinhosa.,identidade
136637,"Todo dia ele faz diferente, não sei se ele volta da rua.",outros
137346,O homem sério que contava dinheiro parou.,identidade
137350,A moça triste que vivia calada sorriu.,identidade
137357,A moça feia debruçou na janela.,aparencia
137872,Basta se dizer que ele é amigo de.,identidade
138454,Rapazes muito decentes.,
138514,"(repete refrão) Ela era virgem, feito maria, Ou, feito um dia de sol na janela.",identidade
138841,Moço bonito.,aparencia
140032,Deixa eu dizer que ela é cheia.,aparencia
140037,Hoje ela canta sozinha.,comportamentos
141186,"Todas elas feitas de tic tac, todas elas iguaizinhas.",identidade
141195,Os rapazes ficam ricos e formam uma família.,identidade
141517,Tem mulher maluca que atura porrada.,comportamentos
142311,Pedro é preto.,identidade
142460,Será que ela é moça.,identidade
142461,Será que ela é triste.,comportamentos
142864,"F#7/5+ Bm7/9  E7/13  A6 Foice  velha, mulher nova.",identidade
144090,E o grito do homem voador.,comportamentos
144111,Eu sou o homem comum.,aparencia
144397,Dá novo vigor a senhores idosos.,outros
145043,Levar teu corpo de moça tão puro.,aparencia
145046,Esse seu corpo de moça tão branco.,
146046,Que nem viu ele vivo  - Tem até donativo.,aparencia
146062,Que nem viu ele vivo  - Tem até um passivo.,papel_social
146161,"Rei morto, rei posto não tá mais aí  .",papel_social
146563,Preciso encontrar um homem bom.,habilidades
148059,"Menina bonita pra onde ""quo´cê"" vai.",outros
148075,Menina bonita não vá para o mar.,aparencia
148303,Bota o rei congo no congado.,identidade
148650,Como ele mesmo diz: É o branco mais preto do.,outros
149364,Sou um homem feliz.,identidade
149380,Um homem feliz.,identidade
150269,Jorge sou dragão  .,aparencia
151006,E se hoje ele é branco.,outros
151008,Se hoje ele é branco.,aparencia
151010,Ele é negro demais.,identidade
151901,"Sou uma mulher nova, mas também não sou.",identidade
152421,"Mas enquanto ela ficava quietinha lá dentro, que felicidade!",outros
152747,Pobre menina tão rica.,identidade
153095,Com tanto rapaz direito.,identidade
153291,Ela é minha vida.,identidade
153840,Não digam que ele é medroso.,identidade
153841,Que ele é bem corajoso.,habilidades
153842,Que ele é o campeão.,identidade
153889,Sou moço guloso é de viver.,identidade
154350,Elas são a tolerância.,identidade
154575,Que os homens são tudo irmão.,outros
155044,Ele será promovido.,valores
155108,Senhor está quebrado.,identidade
155889,Ele está ficando velho  .,aparencia
155929,Eu só vejo mulher nua.,aparencia
156070,A moça virgem que ele quer.,identidade
156243,"É, será que ela é dona de mim.",outros
156250,Será que é por ela ser donzela.,identidade
156406,O homem feliz é sozinho.,comportamentos
156782,Soares é japonesa ou não?,aparencia
156890,Do que ele mesmo criou.,valores
