frase_id,frase,majority_annotation
117651,Senão é como amar uma mulher só linda.,sim
117773,Ele é negro demais no coração  .,sim
118113,De um homem pobre e esquecido.,sim
118657,De quando ele era seu professor.,sim
118731,E é por ela ser assim tão delicada.,sim
119257,É como amar uma mulher só linda.,sim
119351,É juntinho que ele fica bom.,sim
119891,Neste momento todos os bares estão repletos de homens vazios.,sim
119894,Todas as mulheres estão atentas.,sim
119900,Há um homem rico que se mata.,sim
119978,"Na verdade, o homem não era necessário.",sim
120153,Ele era um menino.,sim
120248,"Você, seu moço estrangeiro.",sim
120804,A mulher amazonense.,sim
120811,A mulher carioca.,sim
120974,Que só tem de seu as costeletas e a namorada pequenina.,sim
120999,Tende piedade dos homens úteis como os dentistas.,sim
121011,Tende piedade da moça feia que serve na vida.,sim
121012,"De casa, comida e roupa lavada da moça bonita.",sim
121013,Mas tende mais piedade ainda da moça bonita.,sim
121034,Mas tende piedade também das mulheres casadas.,sim
121036,"Tende piedade, Senhor, das mulheres chamadas vagabundas.",sim
121061,"Dos meninos velhos, dos homens humilhados - sede enfim.",sim
121179,"Sorrirá: - Rei morto, rei posto...",sim
121352,"uma cidade de homens felizes, homens que sintam a vida em toda a sua plenitude, em toda a sua fragilidade; homens que compreendam o valor das coisas puras..."" - E que fosse como a imagem do.",sim
121361,"E, à grande convocação que conclamava o povo para a gigantesca tarefa começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e que, no calcanho, em carro de boi, em lombo de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, começaram a chegar de todos os lados da imensa pátria, sobretudo do.",sim
121422,Locutor n 2 - Uma cidade de homens felizes...,sim
121625,Um dia ele chegou tão diferente.,sim
121924,"E porque eu me levanto para recolher você no meu abraço, e o mato à nossa volta se faz murmuroso e se enche de vaga-lumes enquanto a noite desce com seus segredos, suas mortes, seus espantos - eu sei, ah, eu sei que o meu amor por você é feito de todos os amores que eu já tive, e você é a filha dileta de todas as mulheres que eu amei; e que todas as mulheres que eu amei, como tristes estátuas ao longo da aléia de um jardim noturno, foram passando você de mão em mão até mim, cuspindo no seu rosto e enfrentando a sua fronte de grinaldas; foram passando você até mim entre cantos, súplicas e vociferações - porque você é linda, porque você é meiga e sobretudo porque você é uma menina com uma flor.",sim
122018,Ela é uma bagunceira.,sim
122532,Da menina prostituta.,sim
122558,"Meus amigos, meus irmãos, cegai os olhos da mulher morena.",sim
122559,Que os olhos da mulher morena estão me envolvendo.,sim
122561,"Meus amigos, meus irmãos, cortai os lábios da mulher morena.",sim
122562,Eles são maduros e úmidos e inquietos.,sim
122565,Cortai os peitos da mulher morena.,sim
122570,Salva-me dos braços da mulher morena.,sim
122576,"Vida, compra o meu corpo da mulher morena.",sim
122579,"Branca avozinha dos caminhos, reza para ir embora a mulher morena.",sim
122580,Reza para murcharem as pernas da mulher morena.,sim
122581,Reza para a velhice roer dentro da mulher morena.,sim
122582,Que a mulher morena está encurvando os meus ombros.,sim
122585,Dai morte cruel à mulher morena!,sim
122606,"Menina bonita, pra onde é ""qu'ocê"" vai.",sim
122632,"Menina bonita, não vá para o mar.",sim
122646,Menina bonita que foi para o mar.,sim
123715,"Ela é carioca, ela é carioca.",sim
123728,E pra mim ela é linda demais.,sim
123730,"Ela é carioca, ela é carioca  .",sim
123761,Que ele ainda não está maduro.,sim
123974,"IV - Minha senhora, lamento muito, mas é meu dever informá-la de que seu marido é portador de um tumor maligno no fígado...",sim
123980,"- Seu pai ainda é um homem forte, vai agüentar bem a intervenção...",sim
123981,"- Sua avó está muito velhinha, mas nós faremos o possível...",sim
124066,"Com o menino livre e feliz que foi, com o tempo da infância.",sim
124173,A mesma mulher pronta pra dizer.,sim
124247,"Dora, rainha cafuza de um maracatu.",sim
124357,Quanta mulher nua na.,sim
124438,Menina fidalga!,sim
124443,Não vi mais meninas puras.,sim
124444,Menina pura.,sim
124724,A moça violentar.,sim
125489,E eu que era um menino puro.,sim
125803,O rei mestiço de.,sim
125979,"Meu coração pedia sombra, água fresca e colo de moça bonita.",sim
126158,"Ele seja feliz também, e forte, e se lembre com saudades.",sim
127559,Ô Menina bonita do vestido verde.,sim
127626,Se ela é tua é minha também.,sim
127792,"Chega mais perto, moço bonito.",sim
127795,Mas com você ela é cheia de sol.,sim
127978,Ela é carioca.,sim
128000,Ela é carioca  .,sim
128013,Luiza é bonito pra chuchu.,sim
128022,Luiza é bonito como o quê.,sim
128303,Ele é dono da mata e do sertão.,sim
129253,Pixinguinha é inconteste.,sim
129670,"E, como eu fui para ele muito boa.",sim
129905,E veja como sofre um homem infeliz.,sim
130265,E acho que enfim eu vi um homem ser feliz.,sim
130278,E acho que enfim eu vi o homem ser feliz.,sim
130365,E os meninos tão bonitos.,sim
130791,Tira a mãe preta do cerrado.,sim
132451,"Menino vadio, tensão flutuante do.",sim
133419,De mãe preta carinhosa.,sim
136637,"Todo dia ele faz diferente, não sei se ele volta da rua.",sim
137346,O homem sério que contava dinheiro parou.,sim
137350,A moça triste que vivia calada sorriu.,sim
137357,A moça feia debruçou na janela.,sim
137872,Basta se dizer que ele é amigo de.,sim
138454,Rapazes muito decentes.,sim
138514,"(repete refrão) Ela era virgem, feito maria, Ou, feito um dia de sol na janela.",sim
138841,Moço bonito.,sim
140032,Deixa eu dizer que ela é cheia.,sim
141186,"Todas elas feitas de tic tac, todas elas iguaizinhas.",sim
141195,Os rapazes ficam ricos e formam uma família.,sim
141517,Tem mulher maluca que atura porrada.,sim
142311,Pedro é preto.,sim
142460,Será que ela é moça.,sim
142461,Será que ela é triste.,sim
142864,"F#7/5+ Bm7/9  E7/13  A6 Foice  velha, mulher nova.",sim
144090,E o grito do homem voador.,sim
144111,Eu sou o homem comum.,sim
144397,Dá novo vigor a senhores idosos.,sim
145043,Levar teu corpo de moça tão puro.,sim
145046,Esse seu corpo de moça tão branco.,sim
146046,Que nem viu ele vivo  - Tem até donativo.,sim
146062,Que nem viu ele vivo  - Tem até um passivo.,sim
146161,"Rei morto, rei posto não tá mais aí  .",sim
146563,Preciso encontrar um homem bom.,sim
148059,"Menina bonita pra onde ""quo´cê"" vai.",sim
148075,Menina bonita não vá para o mar.,sim
148650,Como ele mesmo diz: É o branco mais preto do.,sim
149364,Sou um homem feliz.,sim
149380,Um homem feliz.,sim
150269,Jorge sou dragão  .,sim
151006,E se hoje ele é branco.,sim
151008,Se hoje ele é branco.,sim
151010,Ele é negro demais.,sim
151901,"Sou uma mulher nova, mas também não sou.",sim
152747,Pobre menina tão rica.,sim
153095,Com tanto rapaz direito.,sim
153291,Ela é minha vida.,sim
153840,Não digam que ele é medroso.,sim
153841,Que ele é bem corajoso.,sim
153842,Que ele é o campeão.,sim
153889,Sou moço guloso é de viver.,sim
154350,Elas são a tolerância.,sim
154575,Que os homens são tudo irmão.,sim
155889,Ele está ficando velho  .,sim
155929,Eu só vejo mulher nua.,sim
156070,A moça virgem que ele quer.,sim
156243,"É, será que ela é dona de mim.",sim
156250,Será que é por ela ser donzela.,sim
156406,O homem feliz é sozinho.,sim
156782,Soares é japonesa ou não?,sim
158062,Ela era triste.,sim
159219,E que mulher forte e danada.,sim
159292,Porque ele é feito somente de paz e de amor.,sim
159725,Quando ele é fácil de cantar.,sim
160905,Ele é bom bom bom bom.,sim
160964,Inês já é morta do lado de cá  .,sim
161020,Canta pra subir que a moça tá engravidada.,sim
161024,"Oh, Vera hermafrodita mãe gentil.",sim
162482,"Oh, Deus como sou infeliz, infeliz.",sim
163690,Que mulheres muito invejosas fazem de tudo para tira-lo de mim?,sim
163691,Mas sei que ele é forte e resiste assim como tem resistido à dor.,sim
164778,Quando vem da mulher alheia.,sim
167349,Bento tinha bom peito.,sim
168374,"De moça prosa morena,morena ro- sa.",sim
168726,Abençoado o colo dessa mãe antiga.,sim
169287,"Se ela é tua, é minha também!",sim
169335,"Cabelos cor da noite, Pele de alvorada, Cacique entregou ao branco, A filha amada, Raízes de.",sim
169337,"Abençoado solo, Dessa mãe antiga, Por quatrocentos anos, Feitos de cantiga, Naquele doce embalo, Da canção tupi.",sim
169359,Dizendo que se ela for chique.,sim
169372,"Ele é vesgo, pois a profissão ensina, A ter um olho na esquina e outro olho no freguês, Assim de vez em quando ele escapa, Gozando a cara do ""rapa"", Que bobeou outra vez.",sim
169602,Tereza era tão bela.,sim
169793,A mulher mal amada.,sim
170284,E como eu fui pra ele muito boa.,sim
170310,Procuro um homem direito.,sim
170313,Nessa mulher tão coitada.,sim
170492,"Moço solitário, poeta benquisto.",sim
172268,Disseram que ela era maioral.,sim
173481,Valentão é brigão.,sim
174182,"É mensalão, mensalinho, ele é meu amigo, ele é meu padrinho.",sim
175011,"Bem se ve que ele é safado, Safadinho ele é.",sim
175012,Cuidado minha gente que ele é saliente.,sim
175016,"Ele é bonito, tão cheiroso e aprumado, Que a gente fica ate desconfiado, Então, tome cuidado, Meu bem, tome cuidado.",sim
175017,"Porque o gato é bonitinho, Mas porem ele é safado  .",sim
175635,"A moça triste que vivia calada, sorriu.",sim
175880,Moça cheia de esperança.,sim
176443,Mulheres perfeitas.,sim
176646,"Pensa que ele é feliz, coitado.",sim
177229,Em mulher passarinho.,sim
179329,Denise é soberana.,sim
179335,Denise é primavera.,sim
179686,Sabe que ele é o senhor.,sim
179731,Ele é o sol.,sim
179733,Ele é um dom.,sim
179737,Ele é amor.,sim
180193,Ser mulher direita.,sim
180532,Você menina moça.,sim
180950,Sem ela sou tão triste.,sim
181115,Oxum senhora bonita.,sim
181149,"Anabela é caprichosa, nesse trunfo ele é bidu.",sim
181298,"Ele é pai, é corvo também.",sim
181566,E tanta moça bonita para a gente elogiar.,sim
181584,Em favor da eternidade onde o rei dos reis é rei.,sim
181728,"Ela é igual a mim -Não é, não -E sim, é sim!",sim
181862,Moça flor.,sim
181874,Moça flor vai chorar.,sim
182006,Pela décima vez ela está inocente nem sabe o que fez  .,sim
182727,Ela estará sempre presente.,sim
184264,Menina bonita não chora.,sim
185786,Eu sou essa mulher tão triste.,sim
186065,O senhor é dono.,sim
186625,"Um mulher diferente, De olhar e voz envolvente, Que atingisse a perfeição.",sim
186628,"Essa mulher fantasia: Dei-lhe a voz de dulcinéia, A malícia de frinéia.",sim
187996,E ela alegre a noite inteira.,sim
188896,Eles não querem ser profundos.,sim
189714,Você mulher perfeita.,sim
189949,Emengarda num é mais pura i neim donzela aquele cabra safado num quis si cazá cum ela ´gora ela vive aí prus canto chorano como cundenada quano ela passa todo mundo diz: - Coitada da.,sim
190150,"""Mãe negra amamentou.",sim
190163,Minha mãe é tão linda.,sim
190180,"Minha mãe é minha deusa, minha musa, minha super, minha superstar  .",sim
190209,Moça tão bela e faceira.,sim
190306,"O mágico e a mulher barbada causando enorme sensação e um boiadeiro dançando ""catira"" batendo os pés nos chão.",sim
190344,"Ah seu doutor, me perdoe o impropério mas se eu saí do sério é porque eu já me enchi de viver ""duro"", comendo batata frita enquanto o senhor ""agita"" um belo.",sim
190424,Falam até que o homem é o dono do mundo.,sim
190670,"tanta injustiça, tantos crimes sociais, tanta miséria, tantos homens marginais...",sim
191204,"Do homem mais sozinho, A sonhar, A sonhar ""Os.",sim
191953,"Ele é bom, bom, bom, bom.",sim
192492,Ela é mais enrolada.,sim
192915,"Garota coqueta, Metida bacana, Que vive na praia.",sim
192980,A vida dum rapaz legal.,sim
193346,"Vem, menina feia.",sim
193975,"mulher bonita assim, carioca assim, Rio.",sim
194792,"Ou pelo espinho da flor, Cruel que você ama, Amante do drama, Vem pra minha cama, Por querer, sem me perguntar me fez sofrer, E eu que me julguei forte, E eu que me senti, Serei um fraco, Quando outras delas vir, Se o barato é louco e o processo é lento, No momento, Deixa eu caminhar contra o vento, Do que adianta eu ser durão e o coração ser vulnerável, O vento não, ele é suave, mas é frio e implacável, (É quente) borrou a letra triste do poeta, (Só) correu no rosto pardo do profeta.",sim
194809,"-Esse brown aí é cheio de querer ser, Deixa ele moscar e cantar na quebrada, Vamo ver se é isso tudo quando ver as quadrada, Periferia nada, só pensa nele mesmo, Montado no dinheiro e cês aí no veneno, E a cara dele truta?",sim
194830,"- Se só de pensar em matar já matou, Eu prefiro ouvir o pastor: - Filho meu,não inveje o homem violento e nem siga nenhum dos seus caminhos...",sim
195198,"Vem gostosinha vem, vem gostosinha   (2x) Ela é toda gostosinha.",sim
195275,Ô menina doida...,sim
196847,"Ou na festa junina: O garoto magrela caiu, Minha sina cair.",sim
196942,Mas posso ver que ele é sincero.,sim
196956,Era uma mulher comum.,sim
196980,Homens imorais.,sim
197660,Já fui rei aventureiro.,sim
197931,Quero ser namorado marido seu amante.,sim
197933,Voce ah mulher perfeita eh tao bom te amar.,sim
198514,És a deusa asistral no meu mundo irreal.,sim
199740,Eu me entrego com meus versos de moça poeta.,sim
200129,"Ó mãe amada, tu és assim, perfume de rosas um doce pra mim.",sim
203546,Ele é meu encanto.,sim
203863,Que me faz uma mulher feliz.,sim
204328,Pois ele é santo e santos nos quer.,sim
204468,"Sacerdote, Rei glorioso.",sim
204476,Rei eterno em tudo tem poder.,sim
204690,"Bahia que não me sai do pensamento ai, ai que saudade eu tenho da bahia ai, se eu escutasse o que mamãe dizia: ""bem, não vá deixar a sua mãe aflita a gente faz o que o coração dita mas esse mundo é feito de maldade e ilusão"" ai, se eu escutasse hoje não sofria ai, esta saudade dentro do meu peito ai, se ter saudade é ter algum defeito eu, pelo menos, mereço o direito de ter alguém com quem eu possa me confessar ponha-se no meu lugar e veja como sofre um homem infeliz que teve que desabafar dizendo a todo mundo o que ninguém diz vejam que situação e vejam como sofre um pobre coração pobre de quem acredita na glória e no dinheiro para ser feliz  .",sim
204856,"Ele é poderoso, Ele está por cima.",sim
204991,Ele é ungido e nasceu pra bilhar.,sim
204992,Ele é diferente e ainda digo mais.,sim
205544,"Igarassú, cadê tuas moças bonitas.",sim
205950,Eles eram tão úteis.,sim
206157,Ela é tão indiscreta.,sim
206764,O senhor sexagenário.,sim
206853,O doutor dirley é tão legal.,sim
208444,Ilumina a mina escura e funda.,sim
208833,Tu és a dama mais formosa.,sim
208845,Tu és a dama mais tesuda.,sim
208958,Rapaz casado com dez filhos.,sim
209204,Por causa dela sou um rapaz muito capaz de trabalhar.,sim
210704,Tem a moça quituteira.,sim
210737,Moça flor é você a mais flor.,sim
210748,Moça flor vai chorar é o amor  .,sim
211168,A mulher perfeita tem que ser decidida.,sim
211176,Talvez a mulher perfeita seja pura ilusão.,sim
211643,Sempre parecendo um bom rapaz foi tão fácil de me convencer.,sim
212814,O fodão e a donzela felizes e sem fim.,sim
212857,Ainda que ela fosse tão bacana.,sim
212898,"Meu homem experiente,vacilou.",sim
213273,Jovens moças indecentes.,sim
213696,Que mulher gulosa.,sim
213839,"Ai ela é cheirosa, ela é charmosa, ela é um tesão.",sim
213841,"Ela é cheirosa, ela é charmosa, ela é um tesão.",sim
216807,Ela é tão sexy (Uoo).,sim
216825,Ela é tão sexy.,sim
216923,Mulheres linda.,sim
217693,Que ela é avó.,sim
219105,O homem já tá velho demais.,sim
219111,O homem fica amargo demais..,sim
219349,era um homem lindo.,sim
219444,"Ele sai elegante, e o que é que ele quer?.",sim
220287,Ele é molhado e fedido.,sim
220288,Ele é fedido e molhado.,sim
221443,Se ela for saciada.,sim
221585,Você é dessas meninas deslumbrantes.,sim
221586,Que só namora com homens perfeitos.,sim
221751,ele tá deprimido e sabe bem o que fazer.,sim
221755,e sabe que sua namorada está certa.,sim
221973,"Todas as mulheres são belas, todas elas merecem.",sim
222395,Mulher bunduda e burra vale mais a pena (x2).,sim
